0.0155553;-0.165223;-1.95264;0.00018743;7.45103e-005;0.00031417;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0526877;-0.331984;-1.85097;0.000169415;8.22255e-005;0.000303502;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.00728102;-0.112431;-1.97202;0.000171789;5.66812e-005;0.000236875;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0172355;-0.306977;-1.87104;0.00314561;0.00105896;0.00190005;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0165922;-0.18649;-1.94062;0.00938127;0.00236737;0.00907037;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0656773;-0.202365;-1.92913;0.0216033;0.00499839;0.0161902;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0142657;-0.190285;-1.94197;0.00138781;0.000551864;0.000623884;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0150405;-0.203906;-1.93492;0.000259264;6.9553e-005;0.000343831;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0469845;-0.258906;-1.90288;0.000458406;9.765e-005;0.000674791;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0432087;-0.271417;-1.89596;0.00494021;0.00236531;0.00276901;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0186848;-0.154065;-1.95807;0.0017122;0.000684443;0.00168187;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-5.45795e-005;-0.244124;-1.91036;0.0104184;0.00376192;0.00676943;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0181079;-0.187639;-1.94274;0.000292641;8.12681e-005;0.000377582;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0402978;-0.23496;-1.91863;0.000873539;0.000194522;0.000704246;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.00936957;-0.187937;-1.9463;0.000588672;0.000106535;0.000439644;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.038847;-0.134325;-1.96356;0.000709734;0.000214115;0.00122711;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.00390771;-0.123801;-1.96826;0.00017592;5.65899e-005;0.000213802;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0568346;-0.345119;-1.83843;0.000164083;5.24046e-005;0.000351947;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.027795;-0.132934;-1.963;0.00338188;0.0005928;0.00342391;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0145548;-0.153927;-1.9574;0.000270171;0.00011372;0.000469112;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0456343;-0.376365;-1.81328;0.000387708;0.000170746;0.000461308;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0208107;-0.216514;-1.9299;0.000405206;0.000146786;0.000475099;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0980429;-0.22974;-1.91451;0.00197754;0.0016943;0.0020907;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0900479;-0.271637;-1.89259;0.00127049;0.00032531;0.0034568;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0794495;-0.294467;-1.87806;0.00115296;0.000862012;0.00139509;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.00483186;-0.184776;-1.9482;0.00023616;6.67769e-005;0.000265959;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0137877;-0.180372;-1.94536;0.000592838;0.00017628;0.000591499;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0214714;-0.205666;-1.93461;0.000470907;8.3237e-005;0.000511128;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0459559;-0.258823;-1.90453;0.000259269;6.21902e-005;0.000403282;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.00573407;-0.203206;-1.93565;0.00159682;0.000291061;0.00106503;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.765428;0.691984;-0.0671692;0.258493;0.283313;0.175685;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.864404;0.600228;0.286374;0.217138;0.0841984;0.0557755;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.745241;0.76723;-0.0931548;0.176055;0.098279;0.0586222;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.852;0.576014;0.133542;0.312026;0.138493;0.13738;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.654182;0.87455;-0.119754;0.291775;0.254094;0.197005;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.829856;0.639111;0.293268;0.174702;0.0590786;0.102723;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.913648;0.528901;0.0742645;0.445495;0.195983;0.156765;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.682655;0.79907;0.21347;0.172026;0.0926515;0.0650444;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.600631;0.913498;-0.0434667;0.21089;0.0753077;0.0839597;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.804183;0.711058;0.263895;0.38895;0.172096;0.178923;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.69795;0.801557;-0.0162965;0.443387;0.245195;0.149319;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.733426;0.556186;0.0952836;0.322655;0.250615;0.266371;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.95869;0.477526;0.376077;0.287778;0.0742035;0.042831;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.617997;0.860194;-0.11251;0.171382;0.151367;0.104888;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.758059;0.821987;0.144644;0.230675;0.0953972;0.0957163;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.925533;0.389047;0.936248;0.27015;0.0454366;0.105809;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.706807;0.851501;-0.0399807;0.150161;0.0939457;0.074899;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.848224;0.643682;0.138031;0.166678;0.0583114;0.0536489;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.689584;0.702631;0.0528612;0.493694;0.315264;0.251319;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.778367;0.771815;0.195082;0.223393;0.0765339;0.0471141;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.838912;0.668605;0.14085;0.197943;0.075083;0.0434568;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.759691;0.756597;0.134886;0.159651;0.0680299;0.0664528;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.78754;0.701174;0.334277;0.190316;0.0567721;0.104812;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.819353;0.763369;0.23353;0.207939;0.0581095;0.0408635;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.83599;0.802369;0.139914;0.309135;0.0570159;0.0790243;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.738323;0.818928;0.128873;0.192054;0.0831866;0.0820262;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.939085;0.560433;0.303772;0.296964;0.0811493;0.0764791;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.733476;0.823255;0.132372;0.218143;0.0954553;0.0936034;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.588053;0.912864;-0.0435427;0.21487;0.0863675;0.117886;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.668217;0.781995;0.22764;0.284299;0.158509;0.171644;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
0.172392;0.950132;-0.14462;0.000102932;2.39892e-005;0.000191473;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.056498;0.96934;-0.0382498;7.82539e-005;6.08931e-006;5.95361e-005;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.141242;0.960684;-0.0834708;9.11636e-005;2.35943e-005;5.42304e-005;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.119426;0.913374;-0.193268;0.0864346;0.0748954;0.12796;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.286324;0.912847;0.0344495;0.126784;0.0377655;0.0550826;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.116221;0.963313;-0.0193022;0.000259944;6.80346e-005;0.000391187;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.36029;0.836247;-0.0856378;0.211382;0.149615;0.1501;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.429878;0.883051;-0.0512446;0.000309068;0.000113863;0.000372354;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.219921;0.949139;0.118382;7.13241e-005;1.70747e-005;9.46941e-005;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.299995;0.835831;-0.122099;0.257156;0.189518;0.194494;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.201428;0.906959;-0.135358;0.108862;0.0775583;0.0785649;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.224575;0.848613;-0.183149;0.214598;0.171656;0.156139;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.28282;0.933331;0.0756186;0.00015049;4.39362e-005;0.000132025;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.217936;0.949502;0.118659;8.4143e-005;7.75778e-006;7.79347e-005;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.120189;0.963612;-0.0868312;8.2992e-005;5.20951e-005;5.04643e-005;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.0449064;0.970193;0.00768535;0.000333092;3.99126e-005;0.000398227;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.136004;0.961935;-0.0778831;9.80924e-005;4.57901e-005;9.68145e-005;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.0643755;0.969106;-0.0681668;4.87503e-005;4.05432e-006;6.46421e-005;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.221828;0.909024;-0.208924;0.0902948;0.0485222;0.0674903;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.172875;0.950329;-0.146042;0.00014477;3.89584e-005;0.000186061;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.0633129;0.96914;-0.0624404;2.93746e-005;3.306e-006;3.28108e-005;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.421499;0.886635;-0.0431225;0.0002619;0.000102466;0.000582781;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.106037;0.963698;-0.0470766;0.00177173;0.000111598;0.000541187;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.206463;0.950551;0.0634315;0.000117646;1.70073e-005;0.000100985;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.204569;0.950733;0.0632114;0.00011411;2.33261e-005;0.000133989;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.12417;0.962138;-0.0981296;0.000111152;4.34339e-005;0.000111691;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.275364;0.935884;0.0712503;0.000129169;5.41506e-005;0.000100079;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
0.43303;0.881433;-0.0714227;0.000362191;9.5266e-005;0.000213983;-1;-1;1;-1;-1;-1;-1;-1;-1;-1
